account_code,transaction_type,amount,transaction_date
11214,credit,"1828,37",2020-02-26
1400,credit,"1959,96",2020-02-26
1400,credit,"1828,37",2020-02-26
4940,debit,"203,44",2020-02-27
0990,debit,"1165,55",2020-02-27
1772,credit,"14,26",2020-02-27
1400,debit,"-1361,02",2020-02-27
1600,credit,"157,12",2020-02-27
8400,credit,"-1143,67",2020-02-27
1600,credit,"394,75",2020-02-27
1776,credit,"-217,35",2020-02-27
10000,debit,"-1361,02",2020-02-27
1600,credit,"203,44",2020-02-27
74003,credit,"157,12",2020-02-27
8407,credit,"979,41",2020-02-27
1572,debit,"14,26",2020-02-27
1776,credit,"186,14",2020-02-27
76503,credit,"394,75",2020-02-27
4930,debit,"132,06",2020-02-27
70001,credit,"203,44",2020-02-27
4650,debit,"394,75",2020-02-27
1576,debit,"25,06",2020-02-27
1201,credit,"510,05",2020-02-28
79063,credit,"899,37",2020-02-28
80518,credit,"1814,41",2020-02-28
1576,debit,"289,76",2020-02-28
10025,credit,"2450,65",2020-02-28
4925,debit,"755,74",2020-02-28
1591,debit,"2450,65",2020-02-28
11171,credit,"1788,93",2020-02-28
8401,credit,"990,4",2020-02-28
4970,debit,"16,17",2020-02-28
4630,debit,"1524,65",2020-02-28
1600,credit,"1814,41",2020-02-28
11396,debit,"1178,63",2020-02-28
1400,credit,"1788,93",2020-02-28
1400,credit,"2450,65",2020-02-28
1600,credit,"899,37",2020-02-28
1200,credit,"16,17",2020-02-28
1576,debit,"143,63",2020-02-28
70302,debit,"41,19",2020-02-28
1776,debit,"285,69",2020-02-28
1201,credit,"41,19",2020-02-28
1776,credit,"188,23",2020-02-28
8401,debit,"1503,24",2020-02-28
1400,debit,"1178,63",2020-02-28
4945,debit,"510,05",2020-02-28
1600,debit,"41,19",2020-02-28
1000,credit,"8,46",2020-02-29
4946,debit,"1943,02",2020-02-29
4909,debit,"8,46",2020-02-29
1600,credit,"1943,02",2020-02-29
1400,credit,"251,78",2020-02-29
71100,credit,"1943,02",2020-02-29
1776,debit,"40,21",2020-02-29
10709,credit,"251,78",2020-02-29
8401,debit,"211,57",2020-02-29
75999,credit,"140,11",2020-03-01
8401,credit,"666,03",2020-03-01
1600,credit,"140,11",2020-03-01
1400,debit,"772,57",2020-03-01
4650,debit,"140,11",2020-03-01
11113,debit,"772,57",2020-03-01
1775,credit,"106,54",2020-03-01
0990,credit,"3,26",2020-03-02
8407,debit,"2,72",2020-03-02
1600,debit,"906,46",2020-03-02
70006,debit,"906,46",2020-03-02
1200,credit,"906,46",2020-03-02
1776,debit,"0,54",2020-03-02
1776,debit,"40,13",2020-03-03
4664,debit,"902,39",2020-03-03
0990,credit,"503,08",2020-03-03
4985,debit,"1003,92",2020-03-03
1600,credit,"902,39",2020-03-03
1776,debit,"3,62",2020-03-03
1400,credit,"251,28",2020-03-03
8408,debit,"422,59",2020-03-03
1776,debit,"80,49",2020-03-03
77499,credit,"1003,92",2020-03-03
8401,debit,"19,02",2020-03-03
1600,credit,"-1410,34",2020-03-03
90058,credit,"902,39",2020-03-03
76499,credit,"-1410,34",2020-03-03
8402,debit,"211,15",2020-03-03
11296,credit,"251,28",2020-03-03
1600,credit,"1003,92",2020-03-03
4909,debit,"-1410,34",2020-03-03
10624,credit,"22,64",2020-03-03
1400,credit,"22,64",2020-03-03
1200,credit,"2166,01",2020-03-04
4390,debit,"2166,01",2020-03-04
1400,debit,"981,85",2020-03-04
10332,debit,"981,85",2020-03-04
79999,credit,"-678,09",2020-03-04
1600,credit,"-678,09",2020-03-04
8403,credit,"825,25",2020-03-04
1776,credit,"156,82",2020-03-04
4655,debit,"-678,09",2020-03-04
71508,credit,"882,58",2020-03-05
1776,credit,"53,73",2020-03-05
1400,debit,"1202,67",2020-03-05
4140,debit,"882,58",2020-03-05
10236,debit,"1202,67",2020-03-05
8401,credit,"1202,67",2020-03-05
8401,credit,"282,69",2020-03-05
1400,debit,"336,42",2020-03-05
1600,credit,"882,58",2020-03-05
10712,credit,"724,51",2020-03-05
8401,debit,"724,51",2020-03-05
10327,debit,"336,42",2020-03-05
1400,credit,"724,51",2020-03-05
71200,credit,"932,79",2020-03-06
10520,credit,"2273,22",2020-03-06
1776,debit,"363,03",2020-03-06
8401,debit,"1910,19",2020-03-06
1600,credit,"932,79",2020-03-06
1400,credit,"2273,22",2020-03-06
4636,debit,"1515,8",2020-03-06
3101,debit,"783,82",2020-03-06
1600,credit,"1515,8",2020-03-06
1548,debit,"148,87",2020-03-06
72015,credit,"1515,8",2020-03-06
4655,credit,"207,26",2020-03-07
1600,debit,"207,26",2020-03-07
77514,debit,"207,26",2020-03-07
1776,credit,"40,94",2020-03-09
8401,credit,"215,43",2020-03-09
1776,credit,"190,72",2020-03-09
1200,credit,"69,25",2020-03-09
70001,debit,"69,25",2020-03-09
8401,credit,"1003,53",2020-03-09
1400,debit,"256,37",2020-03-09
71506,credit,"2194,85",2020-03-09
11328,debit,"192,52",2020-03-09
1400,debit,"1194,25",2020-03-09
1776,credit,"30,75",2020-03-09
1600,debit,"69,25",2020-03-09
1400,debit,"192,52",2020-03-09
1600,credit,"2194,85",2020-03-09
8401,credit,"161,77",2020-03-09
4380,debit,"2194,85",2020-03-09
10592,debit,"1194,25",2020-03-09
10100,debit,"256,37",2020-03-09
11393,debit,"1908,33",2020-03-10
1400,debit,"1437,7",2020-03-10
8401,credit,"1239,44",2020-03-10
1400,debit,"1908,33",2020-03-10
8401,debit,"49,24",2020-03-10
1400,debit,"2353,15",2020-03-10
1400,credit,"58,6",2020-03-10
1400,debit,"607,6",2020-03-10
1776,credit,"375,8",2020-03-10
8401,credit,"523,81",2020-03-10
1776,debit,"9,36",2020-03-10
1775,credit,"21,66",2020-03-10
1400,debit,"157,05",2020-03-10
1631,credit,"875,25",2020-03-10
10111,credit,"58,6",2020-03-10
10756,debit,"1437,7",2020-03-10
1775,credit,"83,79",2020-03-10
8401,credit,"1977,35",2020-03-10
10165,debit,"157,05",2020-03-10
1775,credit,"198,26",2020-03-10
8402,credit,"1603,57",2020-03-10
2120,debit,"875,25",2020-03-10
10489,debit,"607,6",2020-03-10
8401,credit,"135,39",2020-03-10
11000,debit,"2353,15",2020-03-10
1776,credit,"304,76",2020-03-10
1576,debit,"151,03",2020-03-11
1576,debit,"227,32",2020-03-11
1201,debit,"1527,13",2020-03-11
73999,credit,"1420,72",2020-03-11
4964,debit,"86,28",2020-03-11
1600,credit,"102,62",2020-03-11
71529,credit,"102,62",2020-03-11
1576,debit,"16,34",2020-03-11
4650,debit,"1193,4",2020-03-11
1600,credit,"1420,72",2020-03-11
1600,credit,"943,92",2020-03-11
71253,credit,"943,92",2020-03-11
10652,credit,"1527,13",2020-03-11
4595,debit,"792,89",2020-03-11
1400,credit,"1527,13",2020-03-11
1600,credit,"-2465,73",2020-03-12
1360,debit,"1981,41",2020-03-12
4930,debit,"-2071,95",2020-03-12
76033,credit,"1895,9",2020-03-12
1400,credit,"2324,56",2020-03-12
8401,debit,"1953,33",2020-03-12
1576,debit,"-393,78",2020-03-12
1776,debit,"371,23",2020-03-12
1600,credit,"98,08",2020-03-12
70045,credit,"-2465,73",2020-03-12
1400,debit,"61,05",2020-03-12
70012,credit,"1853,56",2020-03-12
10468,debit,"61,05",2020-03-12
10467,credit,"2324,56",2020-03-12
4964,debit,"1853,56",2020-03-12
1600,credit,"1853,56",2020-03-12
1776,credit,"9,67",2020-03-12
4640,debit,"82,43",2020-03-12
8404,credit,"51,19",2020-03-12
1201,credit,"1981,41",2020-03-12
1600,credit,"1895,9",2020-03-12
70001,credit,"98,08",2020-03-12
1576,debit,"15,65",2020-03-12
4951,debit,"1895,9",2020-03-12
11166,debit,"1125,1",2020-03-13
4655,debit,"-2333,25",2020-03-13
0990,credit,"18,26",2020-03-13
1776,credit,"179,68",2020-03-13
10228,credit,"2313,88",2020-03-13
1600,credit,"25,82",2020-03-13
1591,debit,"2313,88",2020-03-13
8408,debit,"15,35",2020-03-13
4663,debit,"25,82",2020-03-13
1400,debit,"1125,1",2020-03-13
80005,credit,"25,82",2020-03-13
1776,debit,"2,91",2020-03-13
8401,credit,"945,42",2020-03-13
1400,credit,"2313,88",2020-03-13
1200,credit,"-2333,25",2020-03-13
1776,debit,"266,18",2020-03-14
10436,credit,"1666,74",2020-03-14
1400,credit,"1666,74",2020-03-14
8401,debit,"1400,56",2020-03-14
8404,credit,"684,21",2020-03-15
1400,debit,"814,25",2020-03-15
70038,credit,"0,14",2020-03-15
1776,credit,"37,03",2020-03-15
1576,debit,"0,03",2020-03-15
1787,credit,"241,31",2020-03-15
10105,credit,"1751,65",2020-03-15
1600,credit,"1241,33",2020-03-15
8401,debit,"1471,91",2020-03-15
1201,credit,"143,29",2020-03-15
1400,credit,"1751,65",2020-03-15
1360,debit,"1555,84",2020-03-15
1776,debit,"279,74",2020-03-15
8401,credit,"194,48",2020-03-15
1776,credit,"130,04",2020-03-15
71605,debit,"143,29",2020-03-15
71200,credit,"1241,33",2020-03-15
4970,debit,"5,08",2020-03-15
1200,credit,"1555,84",2020-03-15
1577,debit,"241,31",2020-03-15
10089,debit,"231,51",2020-03-15
4804,debit,"1241,33",2020-03-15
1600,credit,"0,14",2020-03-15
1400,debit,"231,51",2020-03-15
1209,credit,"5,08",2020-03-15
4963,debit,"0,1",2020-03-15
1600,debit,"143,29",2020-03-15
1400,credit,"2194,52",2020-03-16
1776,credit,"322,37",2020-03-16
11119,debit,"2018,57",2020-03-16
10306,credit,"2194,52",2020-03-16
8401,debit,"2194,52",2020-03-16
8401,credit,"1696,2",2020-03-16
1400,debit,"2018,57",2020-03-16
1600,credit,"1124,2",2020-03-17
1400,debit,"2186,83",2020-03-17
10783,debit,"2186,83",2020-03-17
78507,credit,"1124,2",2020-03-17
1571,debit,"74,08",2020-03-17
1776,credit,"349,24",2020-03-17
4140,debit,"1050,12",2020-03-17
8402,credit,"1837,59",2020-03-17
10383,credit,"132,51",2020-03-18
4663,debit,"5,63",2020-03-18
1600,credit,"5,63",2020-03-18
1400,credit,"132,51",2020-03-18
1201,debit,"132,51",2020-03-18
75519,credit,"5,63",2020-03-18
1200,credit,"78,61",2020-03-19
72022,debit,"78,61",2020-03-19
10487,debit,"2339,52",2020-03-19
8401,debit,"1200,7",2020-03-19
10332,credit,"2470,48",2020-03-19
1400,credit,"1428,9",2020-03-19
8401,credit,"1965,9",2020-03-19
11370,credit,"1428,9",2020-03-19
1400,credit,"2470,48",2020-03-19
1400,debit,"2339,52",2020-03-19
8401,debit,"2470,48",2020-03-19
1600,debit,"78,61",2020-03-19
1776,credit,"373,62",2020-03-19
1776,debit,"228,2",2020-03-19
1000,credit,"508,43",2020-03-20
2006,debit,"508,43",2020-03-20
1576,debit,"260,14",2020-03-21
1600,credit,"15,39",2020-03-21
72526,credit,"1622,81",2020-03-21
4663,debit,"15,39",2020-03-21
1600,credit,"1622,81",2020-03-21
4663,debit,"1362,67",2020-03-21
1400,credit,"693,06",2020-03-21
1591,debit,"693,06",2020-03-21
75519,credit,"15,39",2020-03-21
10142,credit,"693,06",2020-03-21
1400,debit,"2273,39",2020-03-22
1600,credit,"4,48",2020-03-22
78507,credit,"4,48",2020-03-22
1576,debit,"148,03",2020-03-22
1571,debit,"0,29",2020-03-22
1600,credit,"284,63",2020-03-22
1776,credit,"363,06",2020-03-22
78507,credit,"284,63",2020-03-22
4140,debit,"265,99",2020-03-22
8401,credit,"1910,33",2020-03-22
1600,credit,"953,8",2020-03-22
4940,debit,"805,77",2020-03-22
70200,credit,"953,8",2020-03-22
10202,debit,"2273,39",2020-03-22
1571,debit,"18,64",2020-03-22
4152,debit,"4,19",2020-03-22
1000,credit,"77,42",2020-03-23
1776,credit,"119,93",2020-03-23
1600,credit,"968,1",2020-03-23
8401,credit,"631,01",2020-03-23
1400,credit,"2396,83",2020-03-23
4909,debit,"77,42",2020-03-23
70001,credit,"968,1",2020-03-23
8408,debit,"2014,06",2020-03-23
11149,debit,"750,94",2020-03-23
4985,debit,"834,7",2020-03-23
1575,debit,"133,4",2020-03-23
1776,debit,"382,77",2020-03-23
1400,debit,"750,94",2020-03-23
11264,credit,"2396,83",2020-03-23
1400,credit,"828,66",2020-03-24
1575,debit,"152,48",2020-03-24
1600,credit,"1105,73",2020-03-24
1776,debit,"132,42",2020-03-24
4666,debit,1801,2020-03-24
4909,debit,"953,25",2020-03-24
1591,debit,"1011,51",2020-03-24
1400,credit,"825,83",2020-03-24
76504,credit,"1105,73",2020-03-24
8401,debit,"696,24",2020-03-24
10583,credit,"825,83",2020-03-24
10238,credit,"1011,51",2020-03-24
10109,credit,"828,66",2020-03-24
90011,credit,1801,2020-03-24
1600,credit,1801,2020-03-24
1400,credit,"1011,51",2020-03-24
2150,debit,"1,01",2020-03-24
1200,credit,"1,01",2020-03-24
8401,debit,"825,83",2020-03-24
1400,debit,"826,68",2020-03-25
1577,debit,"118,76",2020-03-25
4954,debit,"625,03",2020-03-25
1400,debit,"239,38",2020-03-25
1776,credit,"38,26",2020-03-25
10031,debit,"239,38",2020-03-25
1500,debit,"340,77",2020-03-25
1200,credit,"340,77",2020-03-25
1775,credit,114,2020-03-25
90073,debit,"1004,12",2020-03-25
10239,debit,"826,68",2020-03-25
71534,credit,"625,03",2020-03-25
8403,credit,"201,13",2020-03-25
1600,debit,"1004,12",2020-03-25
1200,credit,"1004,12",2020-03-25
8401,credit,"712,68",2020-03-25
1600,credit,"625,03",2020-03-25
1787,credit,"118,76",2020-03-25
1776,credit,"75,25",2020-03-26
1600,credit,"177,07",2020-03-26
4666,debit,"177,07",2020-03-26
0990,debit,"471,18",2020-03-26
8401,credit,"395,93",2020-03-26
73503,credit,"177,07",2020-03-26
1400,credit,"225,47",2020-03-27
1400,debit,"2313,7",2020-03-27
1200,credit,"2196,26",2020-03-27
8401,credit,"755,73",2020-03-27
1400,debit,"2335,82",2020-03-27
1775,credit,"322,11",2020-03-27
1600,credit,"674,45",2020-03-27
70012,credit,"674,45",2020-03-27
10579,credit,"399,69",2020-03-27
11301,debit,"2313,7",2020-03-27
4655,debit,"44,85",2020-03-27
1400,debit,"899,37",2020-03-27
4964,debit,"674,45",2020-03-27
1776,debit,"106,59",2020-03-27
10082,credit,"667,42",2020-03-27
1400,credit,"399,69",2020-03-27
21003,debit,"2335,82",2020-03-27
8401,debit,"560,83",2020-03-27
1775,credit,"319,06",2020-03-27
1600,credit,"541,16",2020-03-27
10363,credit,"225,47",2020-03-27
8401,credit,"1994,64",2020-03-27
1400,credit,"667,42",2020-03-27
10621,debit,"899,37",2020-03-27
8400,credit,"2013,71",2020-03-27
71544,credit,"541,16",2020-03-27
1776,credit,"143,64",2020-03-27
4152,debit,"454,74",2020-03-27
8401,debit,"399,69",2020-03-27
1211,credit,"44,85",2020-03-27
1742,debit,"2196,26",2020-03-27
1201,debit,"225,47",2020-03-27
1576,debit,"86,42",2020-03-27
1776,credit,"200,69",2020-03-28
1201,debit,"1172,57",2020-03-28
2150,debit,"1151,51",2020-03-28
4930,debit,"22,87",2020-03-28
4930,debit,"67,98",2020-03-28
8402,credit,1056,2020-03-28
71499,credit,"1151,51",2020-03-28
1576,debit,"4,34",2020-03-28
1600,credit,"1151,51",2020-03-28
10402,credit,"1172,57",2020-03-28
76006,credit,"27,2",2020-03-28
10697,debit,"1256,69",2020-03-28
1400,credit,"1172,57",2020-03-28
1000,credit,"80,75",2020-03-28
1600,credit,"27,2",2020-03-28
1400,debit,"1256,69",2020-03-28
1576,debit,"12,77",2020-03-28
0990,debit,"829,65",2020-03-29
10203,credit,"668,65",2020-03-29
1400,credit,"668,65",2020-03-29
1576,debit,"364,52",2020-03-29
1600,credit,"2288,23",2020-03-29
71605,credit,"143,82",2020-03-29
8407,credit,"697,15",2020-03-29
1776,credit,"349,57",2020-03-29
0990,debit,"2188,92",2020-03-29
1600,debit,"89,6",2020-03-29
1776,credit,"132,5",2020-03-29
1000,credit,"80,33",2020-03-29
4980,debit,"1923,72",2020-03-29
8401,debit,"561,87",2020-03-29
79999,credit,"2288,23",2020-03-29
4152,debit,"80,33",2020-03-29
1600,credit,"143,82",2020-03-29
1576,debit,"22,97",2020-03-29
70051,debit,"89,6",2020-03-29
1201,credit,"89,6",2020-03-29
8407,credit,"1839,35",2020-03-29
4650,debit,"120,85",2020-03-29
1776,debit,"106,78",2020-03-29
1400,debit,"2410,21",2020-03-30
10494,debit,"2410,21",2020-03-30
1776,credit,"384,91",2020-03-30
10849,debit,"2491,66",2020-03-30
1776,credit,"397,92",2020-03-30
1400,debit,"2491,66",2020-03-30
8404,credit,"2025,3",2020-03-30
8402,credit,"2093,74",2020-03-30
1400,credit,"1414,11",2020-03-31
8401,debit,"1414,11",2020-03-31
1579,debit,"33,36",2020-03-31
1775,credit,"5,01",2020-03-31
1600,credit,"208,48",2020-03-31
1400,debit,"36,35",2020-03-31
1785,credit,"33,36",2020-03-31
10059,debit,"36,35",2020-03-31
8401,credit,"31,34",2020-03-31
70534,credit,"208,48",2020-03-31
4909,debit,"208,48",2020-03-31
10164,credit,"1414,11",2020-03-31
4142,debit,"491,9",2020-04-01
9000,debit,"279,42",2020-04-01
4152,debit,"0,06",2020-04-01
1600,credit,"491,9",2020-04-01
70801,credit,"491,9",2020-04-01
0965,credit,"279,42",2020-04-01
1000,credit,"0,06",2020-04-01
4653,debit,"586,31",2020-04-02
1400,debit,"2037,85",2020-04-02
1576,debit,"111,43",2020-04-02
11014,debit,"2037,85",2020-04-02
1600,credit,"697,74",2020-04-02
8401,credit,"1591,64",2020-04-02
8402,credit,"1712,41",2020-04-02
1775,credit,"254,6",2020-04-02
1776,credit,"325,44",2020-04-02
75499,credit,"697,74",2020-04-02
1400,debit,"1846,24",2020-04-02
11057,debit,"1846,24",2020-04-02
4380,debit,"278,72",2020-04-03
11350,debit,"513,98",2020-04-03
1776,credit,"82,08",2020-04-03
8401,credit,"431,9",2020-04-03
71702,credit,"278,72",2020-04-03
1400,debit,"513,98",2020-04-03
1600,credit,"278,72",2020-04-03
11052,credit,"117,04",2020-04-04
10740,debit,"2245,86",2020-04-04
1400,debit,"2245,86",2020-04-04
1776,debit,"18,69",2020-04-04
1776,credit,"116,09",2020-04-04
1400,credit,"117,04",2020-04-04
8401,debit,"98,35",2020-04-04
1400,debit,"726,9",2020-04-04
1776,credit,"358,66",2020-04-04
8401,credit,"1887,2",2020-04-04
10275,debit,"726,9",2020-04-04
8401,credit,"610,81",2020-04-04
1576,debit,"354,75",2020-04-05
1200,debit,"2388,1",2020-04-05
1001,credit,"2215,8",2020-04-05
80518,credit,"-2327,91",2020-04-05
1576,debit,"-371,77",2020-04-05
8603,credit,"2058,78",2020-04-05
1775,credit,"329,32",2020-04-05
1600,credit,"-2327,91",2020-04-05
4630,debit,"-1956,14",2020-04-05
4143,debit,"1861,05",2020-04-05
4964,debit,"1185,18",2020-04-06
1600,credit,"1185,18",2020-04-06
76002,credit,"1185,18",2020-04-06
1600,debit,"146,01",2020-04-06
1775,credit,"77,32",2020-04-06
1400,debit,"560,68",2020-04-06
8401,credit,"483,36",2020-04-06
1201,credit,"146,01",2020-04-06
10490,debit,"560,68",2020-04-06
70100,debit,"146,01",2020-04-06
8401,debit,"410,3",2020-04-07
4930,debit,"0,92",2020-04-07
10344,credit,"488,28",2020-04-07
70001,credit,"1,11",2020-04-07
4920,debit,"1929,59",2020-04-07
1575,debit,"308,39",2020-04-07
8402,credit,"381,71",2020-04-07
1576,debit,"0,19",2020-04-07
72022,credit,"2237,98",2020-04-07
1400,credit,"488,28",2020-04-07
1600,credit,"2237,98",2020-04-07
1600,credit,"1,11",2020-04-07
1776,debit,"77,98",2020-04-07
8401,debit,"381,71",2020-04-07
71525,credit,"-2402,05",2020-04-08
1600,credit,"-2402,05",2020-04-08
4152,debit,"-2402,05",2020-04-08
8407,credit,"82,35",2020-04-09
0990,debit,"97,94",2020-04-09
1600,credit,"2195,97",2020-04-09
78500,credit,"2195,97",2020-04-09
1776,credit,"73,73",2020-04-09
8401,credit,"387,92",2020-04-09
1577,debit,"417,23",2020-04-09
1776,credit,"15,59",2020-04-09
10650,debit,"461,65",2020-04-09
1400,credit,"1284,11",2020-04-09
10666,credit,"1284,11",2020-04-09
4909,debit,"2195,97",2020-04-09
1400,debit,"461,65",2020-04-09
1787,credit,"417,23",2020-04-09
8401,debit,"1284,11",2020-04-09
4390,debit,"626,89",2020-04-10
10658,debit,"2444,39",2020-04-10
4615,debit,"1169,15",2020-04-10
1775,credit,"337,08",2020-04-10
1400,debit,"2444,39",2020-04-10
4210,credit,"626,89",2020-04-10
11125,debit,"319,97",2020-04-10
8401,credit,"2107,31",2020-04-10
1400,debit,"319,97",2020-04-10
1400,credit,"1208,69",2020-04-10
1775,credit,"44,12",2020-04-10
8401,debit,"1208,69",2020-04-10
71999,credit,"1169,15",2020-04-10
10668,credit,"1208,69",2020-04-10
1600,credit,"1169,15",2020-04-10
8401,credit,"275,85",2020-04-10
1200,credit,"356,57",2020-04-11
8402,credit,"260,29",2020-04-11
1776,credit,"49,47",2020-04-11
8403,debit,"1261,91",2020-04-11
79028,debit,"356,57",2020-04-11
8407,debit,"0,78",2020-04-11
0990,credit,"0,93",2020-04-11
1400,debit,"309,76",2020-04-11
1776,debit,"239,83",2020-04-11
1600,debit,"356,57",2020-04-11
1776,debit,"0,14",2020-04-11
10468,credit,"1501,74",2020-04-11
11437,debit,"309,76",2020-04-11
1400,credit,"1501,74",2020-04-11
1775,credit,"156,2",2020-04-12
10321,debit,"1132,71",2020-04-12
8401,credit,"976,51",2020-04-12
1400,debit,"1132,71",2020-04-12
4980,debit,"49,26",2020-04-13
1600,credit,"58,48",2020-04-13
79529,credit,"58,48",2020-04-13
1576,debit,"9,46",2020-04-13
10000,credit,"2426,38",2020-04-13
1201,debit,"2426,38",2020-04-13
1400,credit,"2426,38",2020-04-13
1600,credit,"1433,74",2020-04-15
8403,credit,"299,62",2020-04-15
1776,debit,"331,01",2020-04-15
8402,credit,"311,14",2020-04-15
11213,debit,"356,56",2020-04-15
8408,debit,"1739,08",2020-04-15
1400,debit,"356,56",2020-04-15
1776,credit,"56,94",2020-04-15
80005,credit,"1433,74",2020-04-15
1776,credit,"59,13",2020-04-15
4663,debit,"1433,74",2020-04-15
10367,debit,"370,27",2020-04-15
1400,debit,"370,27",2020-04-15
0990,credit,"2070,09",2020-04-15
1600,credit,"194,14",2020-04-16
8402,credit,"75,2",2020-04-16
0990,debit,"1201,4",2020-04-16
1775,credit,"41,47",2020-04-16
4660,debit,"163,14",2020-04-16
8401,credit,"259,24",2020-04-16
8408,credit,"1,34",2020-04-16
71300,credit,"194,14",2020-04-16
8401,credit,"1450,77",2020-04-16
11410,debit,"1682,83",2020-04-16
11450,debit,"89,54",2020-04-16
1400,debit,"300,71",2020-04-16
1755,debit,"1339,64",2020-04-16
1360,debit,"801,62",2020-04-16
1740,credit,"1339,64",2020-04-16
1202,credit,"801,62",2020-04-16
1200,debit,2350,2020-04-16
1776,credit,"14,34",2020-04-16
4152,debit,"614,04",2020-04-16
11305,debit,"300,71",2020-04-16
1775,credit,"232,06",2020-04-16
1400,debit,"1682,83",2020-04-16
8401,debit,"1,34",2020-04-16
1400,credit,"1,12",2020-04-16
1360,credit,2350,2020-04-16
8403,debit,"0,88",2020-04-16
8408,credit,"1201,4",2020-04-16
1776,debit,"0,16",2020-04-16
1000,credit,"614,04",2020-04-16
10638,credit,"1,12",2020-04-16
1576,debit,31,2020-04-16
1400,debit,"89,54",2020-04-16
1400,debit,"1813,19",2020-04-17
2150,credit,"0,36",2020-04-17
8401,credit,"1523,62",2020-04-17
75519,debit,"0,36",2020-04-17
10048,debit,"1813,19",2020-04-17
1600,debit,"0,36",2020-04-17
1400,debit,"1019,56",2020-04-17
1776,credit,"289,57",2020-04-17
11222,debit,"1019,56",2020-04-17
1776,credit,"162,82",2020-04-17
8401,credit,"856,74",2020-04-17
4250,debit,"565,21",2020-04-18
1600,debit,"102,6",2020-04-18
0990,credit,"1,44",2020-04-18
8401,debit,"1073,7",2020-04-18
1600,credit,"598,93",2020-04-18
1776,debit,"204,06",2020-04-18
1400,debit,"37,24",2020-04-18
11482,debit,"37,24",2020-04-18
78507,credit,"673,03",2020-04-18
4909,debit,"598,93",2020-04-18
71253,debit,"102,6",2020-04-18
1600,credit,"673,03",2020-04-18
10108,credit,"1277,76",2020-04-18
4143,debit,"90,96",2020-04-18
1576,debit,"17,15",2020-04-18
1787,credit,"113,8",2020-04-18
1576,debit,"107,82",2020-04-18
1400,credit,"1277,76",2020-04-18
1001,credit,"108,11",2020-04-18
1577,debit,"113,8",2020-04-18
8401,credit,"32,1",2020-04-18
8408,debit,"1,2",2020-04-18
1776,debit,"0,24",2020-04-18
1209,credit,"102,6",2020-04-18
72524,credit,"598,93",2020-04-18
1775,credit,"5,14",2020-04-18
1400,credit,"1625,97",2020-04-19
8401,debit,"1625,97",2020-04-19
8401,credit,"2067,33",2020-04-19
8402,credit,"831,13",2020-04-19
10534,debit,"2460,23",2020-04-19
1400,debit,"2460,23",2020-04-19
11433,debit,"831,13",2020-04-19
1400,debit,"831,13",2020-04-19
10490,credit,"1625,97",2020-04-19
1776,credit,"392,9",2020-04-19
1576,debit,"1,8",2020-04-20
1201,credit,"11,24",2020-04-20
8401,debit,"773,75",2020-04-20
4970,debit,"9,44",2020-04-20
1775,credit,"109,08",2020-04-20
11337,debit,"791,03",2020-04-20
1600,credit,"240,13",2020-04-20
1776,debit,"147,05",2020-04-20
1400,debit,"791,03",2020-04-20
80005,credit,"252,77",2020-04-20
1400,credit,"920,8",2020-04-20
70001,credit,"240,13",2020-04-20
8401,credit,"681,95",2020-04-20
4143,debit,"240,13",2020-04-20
4663,debit,"252,77",2020-04-20
10376,credit,"920,8",2020-04-20
1600,credit,"252,77",2020-04-20
8401,credit,"522,78",2020-04-21
1400,debit,"622,13",2020-04-21
0990,credit,"842,83",2020-04-21
1400,debit,"1904,69",2020-04-21
1400,debit,"1433,63",2020-04-21
8402,credit,"1600,51",2020-04-21
10608,debit,"1433,63",2020-04-21
8401,credit,"1235,93",2020-04-21
8407,debit,"842,83",2020-04-21
1776,credit,"99,35",2020-04-21
1600,credit,"438,78",2020-04-21
4909,debit,"438,78",2020-04-21
1776,credit,"304,18",2020-04-21
1775,credit,"197,7",2020-04-21
73521,credit,"438,78",2020-04-21
10546,debit,"622,13",2020-04-21
10199,debit,"1904,69",2020-04-21
8407,debit,"1064,77",2020-04-22
1200,credit,"726,87",2020-04-22
1776,credit,"14,54",2020-04-22
1600,debit,"1656,72",2020-04-22
8401,debit,"1522,53",2020-04-22
1400,credit,"1522,53",2020-04-22
10373,credit,"1522,53",2020-04-22
0990,debit,91,2020-04-22
1575,debit,"278,07",2020-04-22
79063,debit,"726,87",2020-04-22
1000,credit,"2016,49",2020-04-22
1600,debit,"726,87",2020-04-22
1200,credit,"1656,72",2020-04-22
0990,credit,"1267,39",2020-04-22
1776,debit,"202,78",2020-04-22
79499,debit,"1656,72",2020-04-22
8407,credit,"76,47",2020-04-22
4140,debit,"1738,42",2020-04-22
1776,debit,"145,59",2020-04-23
1776,credit,"55,19",2020-04-23
8401,debit,"766,05",2020-04-23
8402,credit,"290,39",2020-04-23
10596,debit,"345,58",2020-04-23
1400,debit,"345,58",2020-04-23
1400,credit,"911,64",2020-04-23
10194,credit,"911,64",2020-04-23
8401,debit,"1856,13",2020-04-24
1400,credit,"2208,89",2020-04-24
1776,debit,"352,76",2020-04-24
10727,credit,"2208,89",2020-04-24
8401,credit,"633,04",2020-04-25
1400,debit,"753,3",2020-04-25
10325,debit,"753,3",2020-04-25
1600,debit,"1050,34",2020-04-25
75514,debit,"1050,34",2020-04-25
1200,credit,"1050,34",2020-04-25
